name,state,established,discontinued,latitude,longitude
ALPINE,FL,1888,1899,NA,NA
ALPLAUS,NY,1888,1973,42.8553542,-73.8990122
ALPS,GA,1890,1910,33.1481788,-84.6032609
ALSACE MILLS,PA,1839,1839,NA,NA
ALSATIA,LA,1901,1945,32.6129138,-91.1823318
ALTA,ME,1900,1910,NA,NA
ALTAMONT,FL,1874,1891,28.6807962,-81.3717315
ALTENBERG,MO,1854,NA,37.629374,-89.5891521
ALTO,TN,1860,1942,35.2706368,-85.953036
ALTO,GA,1879,NA,34.4677724,-83.573702
ALTON PARK,TN,1895,1920,35.0031308,-85.3166241
ALTONA,NY,1858,NA,44.8883812,-73.6561723
ALTOONA,AL,1900,NA,34.0278486,-86.3246152
ALUM,AR,1902,1930,34.5945361,-92.7279439
ALVIN,MO,1899,1901,38.5111357,-92.7576927
AMELIA,AR,1887,1893,NA,NA
AMES,FL,1912,1914,NA,NA
AMHERST,MA,1806,NA,42.3693952,-72.5342168
AMHERST,NH,1791,NA,NA,NA
AMITY,CT,1873,1900,41.357597,-73.0076052
AMWELL,NJ,1814,1823,40.4314941,-74.7521061
ANCHOR,LA,1888,1930,30.6835189,-91.3551114
ANDALUSIA,TN,1852,1859,NA,NA
ANDEREW'S INSTITUTE,AL,1876,1895,34.3195361,-85.8694147
ANDOVER,SC,1891,1904,35.079282,-82.2056676
ANDRAE,MO,1889,1895,NA,NA
ANDREAS,PA,1885,NA,40.7515325,-75.792332
ANGLETON,TN,1844,1886,NA,NA
ANGUILLA,MS,1884,NA,32.9746892,-90.8295503
ANSON,ME,1811,1845,44.7971024,-69.8906475
ANTHONY,NJ,1863,1906,40.7484331,-74.8812788
ANTIOCH,SC,1846,1879,34.8701406,-81.116747
ANUTT,MO,1890,1963,37.7158757,-91.7198751
ANVIL,AR,1888,1917,NA,NA
APPLE GROVE,TN,1898,1903,NA,NA
APPLING,GA,1799,NA,33.5349015,-82.3141824
APPLING,NY,1827,1856,NA,NA
AQUILLA,MO,1892,1908,36.9469955,-89.9148125
ARCADIA,TN,1846,1917,36.5853795,-82.4579255
ARCADIA,AR,1888,1903,33.842332999999996,-93.4660093
ARCHER,TN,1887,1905,35.3281321,-86.7597215
ARCOLA,AL,1890,1901,NA,NA
ARCTIC,GA,1888,1891,NA,NA
ARDEE,NY,1882,1889,NA,NA
ARDSLEY,NY,1883,NA,41.0190537,-73.8431686
ARGENTINE,PA,1884,1957,41.0942287,-79.8192186
ARGYLE,LA,1910,1914,30.6585213,-91.6440032
ARGYLE,GA,1882,NA,31.0750211,-82.6484534
ARIZONA,LA,1925,1954,32.7890359,-92.9576596
ARK,MO,1901,1915,37.6811563,-91.3359731
ARK,AR,1851,1853,NA,NA
ARKSILL,PA,1900,1903,NA,NA
ARKWRIGHT,AL,1909,1926,33.3714987,-86.4024794
ARLINGTON,FL,1912,1954,30.3527117,-81.5682638
ARLINGTON,GA,1872,NA,31.4395121,-84.7259148
ARMENIA,PA,1884,1887,41.7381162,-76.86383
ARMINDA,MO,1855,1856,NA,NA
ASBURY,NY,1873,1902,42.5267389,-76.4918843
ASHBURN,TN,1892,1907,36.6211544,-86.8286084
ASHLAND,TN,1839,1874,35.4361861,-87.6675221
ASHLAND,PA,1844,1858,NA,NA
ASHRIDGE,LA,1916,1919,31.0682333,-91.6303964
ASHTOLA,PA,1898,1914,40.1970217,-78.7797429
ASHTON,NY,1882,1883,NA,NA
ASHWOOD,MS,1908,1912,31.0448982,-91.297055
ASTICOU,ME,1888,1923,44.3039689,-68.2816823
ASTORIA,NY,1842,1888,40.7692967,-73.9279906
ATHA,GA,1897,1897,NA,NA
ATHENS,AR,1842,1847,36.0589532,-92.0723678
ATKEISON,AL,1889,1923,31.9654289,-87.6863921
AUBURN,GA,1837,NA,34.0101325,-83.8232759
AUCSBURG,AR,1884,1905,35.4145271,-93.2382324
AUDLEY,AR,1887,1902,NA,NA
AURORA,MO,1838,1839,39.3175002,-94.8774628
AURORA,AR,1873,1968,35.9972994,-93.7026908
AURORA,FL,1904,1905,NA,NA
AUSTIN'S SPRINGS,TN,1875,1900,36.3831607,-82.3493061
AUSTINVILLE,FL,1855,1867,NA,NA
AUSTINVILLE,PA,1861,1904,41.8389632,-76.8738485
AVALON,PA,1888,1897,40.5009019,-80.0675554
AVARD,LA,1905,1908,32.3061313,-92.4508832
AVERIT,LA,1883,1889,32.5168144,-92.4334765
AVOCA,NY,1828,NA,42.4081788,-77.4208501
AVON,PA,1863,1951,40.3456474,-76.3899594
AXTON,NY,1892,1909,44.2028365,-74.3287745
AYCOCK,GA,1894,1901,33.7654712,-83.6488335
AYO,MO,1915,1921,NA,NA
AYRSHIRE,AL,1888,1905,NA,NA
BACK RIVER,ME,1897,1907,NA,NA
BADEN,PA,1852,NA,40.6357227,-80.2283367
BAIDLAND,PA,1887,1900,40.1947931,-79.970884
BAILEY,MO,1884,1914,37.6858754,-92.1965534
BAILEY HOLLOW,PA,1854,1871,NA,NA
BAILEY'S MILLS,GA,1855,1855,NA,NA
BAKER,AL,1904,1905,NA,NA
BALAYTOWN,AR,1910,1911,NA,NA
BALBOA,AR,1897,1918,36.0325714,-91.5004146
BALDWIN,FL,1857,NA,30.3012296,-81.9753458
BALDWIN,NY,1899,NA,40.6557707,-73.6103387
BALKUM,AL,1883,1903,31.4176722,-85.2274324
BALLIGOMINGO,PA,1833,1835,NA,NA
BAMBER,NJ,1873,1900,39.9026179,-74.3220901
BANTAM,CT,1884,NA,41.7245409,-73.2362262
BAR HARBOR,ME,1835,NA,44.3895939,-68.2073872
BARCELONA,LA,1894,1903,31.852661,-91.4228949
BARDIN,FL,1900,1906,29.7144119,-81.7248089
BARETOWN,NY,1891,1896,43.3509028,-75.4540645
BARGE'S,AL,1828,1853,NA,NA
BARIFIELDS POINT,AR,1836,1846,35.8236874,-89.7206355
BARK CAMP,GA,1826,1845,32.8823777,-82.2006776
BARKLEYS,MS,1902,1907,NA,NA
BARKSDALE,GA,1896,1904,NA,NA
BARLOW BEND,AL,1877,1976,31.4546085,-87.6347145
BARNES STORE,MS,1854,1874,34.5681515,-88.2611555
BARNETT,LA,1905,1909,NA,NA
BARNEY,AR,1890,1906,35.2517499,-92.2068171
BARR,PA,1872,1903,40.6631242,-77.6766619
BARREE,PA,1910,1986,40.5853461,-78.1005628
BARREN HILL,PA,1826,1883,40.0873326,-75.2629576
BARRENS,MO,1820,1821,NA,NA
BARRETT,ME,1901,1907,NA,NA
BARROWDALE,SC,1840,1844,NA,NA
BARRY COURT HOUSE,MO,1845,1845,36.7099124,-93.8290683
BART,PA,1823,NA,39.9382625,-76.0832499
BARTON,SC,1895,1898,NA,NA
BASHAMS MILLS,AR,1849,1853,NA,NA
BASHOR'S MILL,TN,1879,1899,36.346215,-82.5440377
BASS',MO,1829,1830,NA,NA
BASSVILLE,FL,1873,1874,NA,NA
BATCHELLERVILLE,NY,1858,1914,43.211739,-74.0817962
BATES,NY,1881,1913,42.4464677,-74.2743082
BATESVILLE,MS,1870,NA,34.3152572,-89.9202682
BATON,TN,1900,1902,NA,NA
BATSON,TN,1829,1905,NA,NA
BATTONVILLE,FL,1875,1883,NA,NA
BAUGH,GA,1896,1896,NA,NA
BAXTER,FL,1893,1896,NA,NA
BAY,AR,1884,NA,35.7443514,-90.5635169
BAY POINT,ME,1889,1937,43.7564735,-69.7747677
BAY RIDGE,NY,1858,1896,40.6394407,-74.0087724
BAYCHESTER,NY,1888,1895,NA,NA
BAYONNE,FL,1904,1907,NA,NA
BAYOU DE ROCHE,AR,1832,1837,NA,NA
BAYOU LA BATRE,AL,1860,NA,30.3993646,-88.248271
BAYWOOD,LA,1892,1954,30.6910181,-90.8831565
BAZZATE,AL,1905,1909,NA,NA
BEACH,LA,1890,1891,NA,NA
BEALL,AR,1888,1910,NA,NA
BEALL,MS,1901,1906,31.2390633,-90.7917694
BEAN,ME,1895,1900,NA,NA
BEANS CORNER,ME,1900,1903,44.5778401,-70.175338
BEAN'S CREEK,TN,1814,1956,35.0617526,-86.246654
BEARD,AL,1905,1907,34.3892583,-86.3691513
BEASLEY,AL,1882,1888,33.7575995,-85.9816363
BEAUMONT,GA,1894,1902,34.8381332,-85.1918973
BEAVER FALLS,NY,1866,NA,43.8860753,-75.4303994
BECKS MILLS,PA,1858,1900,NA,NA
BECKERS CORNERS,NY,1873,1900,42.5484135,-73.8109566
BECKERSVILLE,PA,1852,1906,40.2312043,-75.9074302
BECKHAM'S CROSS ROADS,GA,1856,1859,NA,NA
BECKWORTH,LA,1859,1895,NA,NA
BEECH GROVE,AR,1901,NA,36.1739399,-90.6181829
BEECH ISLAND,SC,1873,1904,33.4273614,-81.8909473
BEECH WOOD,PA,1865,1910,41.4850624,-78.390849
BEECHVIEW,PA,1906,1909,40.4106249,-80.0247758
BEEKMAN,NY,1821,1903,41.6109269,-73.7129076
BEESLEYS POINT,NJ,1851,1934,39.276782,-74.6362695
BEGLEY,AR,1923,1933,35.885631,-92.5337727
BEIDLEMAN'S,TN,1888,1901,36.5198306,-82.1304072
BELCHER,GA,1889,1890,NA,NA
BELFAST,SC,1888,1902,NA,NA
BELGRADE MILLS,ME,1829,1901,NA,NA
BELL,AL,1894,1904,NA,NA
BELLASYLVIA,PA,1854,1908,41.4570211,-76.2388227
BELLE RIVER,LA,1915,1916,NA,NA
BELLMONT,GA,1886,1908,34.185661,-83.761284
BELL'S MILL,MO,1875,1876,NA,NA
BELL'S MILL,FL,1885,1889,NA,NA
BELLVIEW,PA,1846,1871,NA,NA
BELLVILLE,PA,1800,NA,40.6079331,-77.716593
BELMONT,MS,1873,NA,34.5082696,-88.2082587
BELMONTAINE,TN,1833,1833,NA,NA
BELOIT,GA,1892,1903,31.6737843,-84.0768505
BELVIDERE CENTER,VT,1887,1987,44.7500487,-72.6912337
BEMUS HEIGHTS,NY,1834,1929,42.9711878,-73.6334505
BEN HUR,AR,1908,1975,35.730357,-92.9729501
BENDERTOWN,PA,1893,1905,41.1486952,-76.3168825
BENNETT,AL,1898,1900,30.6182476,-87.7530454
BENNINGTON,NY,1818,1917,42.8370044,-78.3975195
BENSON,AL,1860,1867,NA,NA
BENSON,AL,1906,1930,32.7642951,-85.8771827
BENSON,NY,1833,1931,NA,NA
BENTLY CREEK,PA,1850,1904,41.946463,-76.7132854
BENTLEY,LA,1906,NA,31.5154546,-92.4954182
BENTLY,GA,1905,1907,NA,NA
BENTON,MO,1823,NA,37.0967562,-89.5628101
BENTON,GA,1841,1844,NA,NA
BENTON,PA,1835,NA,41.1970514,-76.3847786
BENTON HILL,TN,1860,1866,NA,NA
BERA,AL,1880,1905,33.7062124,-85.9255235
BERGANOT,PA,1891,1896,NA,NA
BERGEY,PA,1889,1959,40.3023243,-75.4226771
BERKLEY,MA,1818,1895,41.8459347,-71.0828222
BERLIN,MO,1857,1859,NA,NA
BERLIN MILLS STATION,NH,1913,1938,NA,NA
BERNE,GA,1869,1874,NA,NA
BERNHEIMER,MO,1893,1945,38.6681031,-91.2548769
BERNICE,PA,1871,1919,41.470354,-76.3816072
BERNITA,GA,1900,1904,NA,NA
BERRIEN,GA,1845,1848,NA,NA
BERRY,AL,1903,NA,33.6578843,-87.6044765
BERRYSBURG,PA,1828,NA,40.6026225,-76.8137565
BERWICK,MO,1892,1908,36.933119,-94.0946568
BERWICK BRANCH,ME,1885,1912,43.2770299,-70.6839438
BESEMER'S DEPOT,NY,1876,1883,NA,NA
BETA,TN,1890,1905,35.4264604,-84.8707804
BETHLEHEM HOLLOW,NH,1873,1880,NA,NA
BETHPAGE,NY,1936,NA,40.7337953,-73.4939258
BEVILL,AL,1895,1918,32.2795864,-88.120021
BEW SPRINGS,MS,1909,1918,33.7862267,-89.8948087
BEWELCOME,MS,1891,1927,31.2187849,-90.938714
BEX,MO,1881,1882,NA,NA
BEXAR,AR,1890,NA,36.2867328,-91.9957071
BIG CREEK,GA,1846,1910,34.1164874,-84.1751948
BIG CREEK,MS,1846,NA,33.8526147,-89.4111867
BIG ROCK,MO,1912,1915,NA,NA
BIG ROCK,TN,1878,NA,36.5813382,-87.759524
BIGBY,AR,1900,1912,NA,NA
BILLING'S CAMP,PA,1879,1880,NA,NA
BIRD,AL,1890,1904,34.0298194,-86.3891503
BIRDSALL CENTRE,NY,1858,1860,NA,NA
BIRDSONG,AR,1917,1931,35.4584169,-90.2625967
BIRTA,AR,1804,1953,35.0173117,-93.1335098
BISSELL,AL,1893,1914,33.9989892,-85.4241229
BITHLO,FL,1922,1953,28.5547225,-81.106452
BLACK HAWK,LA,1871,1924,31.1557322,-91.6359525
BLACK JACK,MS,1873,1882,34.8770373,-89.084788
BLACK RIVER,SC,1854,1867,NA,NA
BLACK MILLS,NJ,1840,1894,40.3047568,-74.3473315
BLACKBERRY HILL,ME,1827,1829,NA,NA
BLAINE,ME,1874,NA,46.5129565,-67.8662872
BLAKELY,AL,1826,1866,30.7421332,-87.9241622
BLAKEVILLE,NH,1861,1871,NA,NA
BLAND,AR,1846,1928,34.687036,-92.6879424
BLAZE,TN,1886,1886,NA,NA
BLEDSOE,AL,1991,1898,33.4720516,-86.1133052
BLEDSOE'S LANDING,AR,1849,1866,NA,NA
BLIND HARTMAN,PA,1879,1880,NA,NA
BLOODY BROOK,MA,1823,1834,42.4727315,-72.6023625
BLOOMFIELD CENTRE,NY,1833,1840,42.8975641,-77.4269346
BLOOMINGDALE,NJ,1847,NA,41.0038865,-74.3332504
BLOOMINGTON,AR,1858,1881,36.2520916,-94.1329351
BLOOMSBURY,NJ,1816,NA,40.6547426,-75.0837919
BLOUNT,GA,1887,1906,33.1804026,-83.9593539
BLOUNT'S CREEK,TN,1836,1838,NA,NA
BLOUNTSVILLE,AL,1825,NA,34.0840768,-86.590481
BLUE,TN,1898,1904,NA,NA
BLUE ANCHOR,NJ,1891,1921,39.6895606,-74.8826645
BLUE CREEK,AL,1849,1854,NA,NA
BLUE GEM,TN,1904,1916,35.9964655,-84.4527099
BLUE MOUNTAIN,AL,1860,1871,33.6877176,-85.8246064
BLUE POINT,NY,1856,NA,40.7579607,-73.0337819
BLUE RIDGE,GA,1848,NA,34.8733487,-84.3006063
BLUE SPRING,AL,1850,1894,34.6284248,-86.6533282
BLYTHES,AR,1836,1837,NA,NA
BOARDMAN,CT,1897,1920,41.5939833,-73.4484557
BOAZ,MO,1853,1859,NA,NA
BODMAN,AR,1886,1897,NA,NA
BOEGERS,MO,1897,1897,NA,NA
BOGGY,AR,1890,1904,33.2248512,-93.8868476
BOLES,MO,1864,1939,38.5308857,-90.8901376
BOLTON,CT,1812,1942,41.7909461,-72.4420995
BON SECOURS,AL,1878,1881,30.3154785,-87.7294316
BONESVILLE,GA,1872,1873,33.4334717,-82.438738
BONNY EAGLE,ME,1853,1919,43.6972643,-70.5989346
BOOK,LA,1934,1966,31.3374015,-91.8715132
BOOKOUT,TN,1900,1902,36.1295173,-83.9782418
BOON'S LANDING,LA,1854,1854,NA,NA
BOQUEHOMO,MS,1839,1841,31.7954364,-88.9906084
BORDELONVILLE,LA,1876,NA,31.1051847,-91.908455
BORDOVILLE,VT,1868,1888,44.8433805,-72.818744
BORLAND,MO,1894,1899,38.9597328,-93.723551
BOSMAN'S STORE,AL,1822,1822,NA,NA
BOSTON,SC,1872,1873,NA,NA
BOUDREAUX,LA,1901,1915,29.414942,-90.7000895
BOUGERE,LA,1876,1922,31.2829524,-91.6273421
BOUGHER,NJ,1889,1917,39.9934454,-74.8796102
BOURBOIS,MO,1870,1901,38.3872703,-91.4009896
BOWDEN,AL,1900,1904,33.3392792,-85.8435745
BOWLING BROOK,MO,1868,1871,NA,NA
BOXFORD,MO,1854,1902,39.8483293,-94.588569
BOXLEY,AR,1883,1955,35.9767442,-93.4021272
BOY,TN,1880,1902,36.3509119,-84.0321429
BOYCE,AR,1888,1890,NA,NA
BOYCE STATION,PA,1890,1918,NA,NA
BOYDELL,AR,1914,1974,33.3656717,-91.4912323
BOYDS,PA,1891,1903,39.8595398,-77.2366508
BOYERS MILL,MO,1878,1880,NA,NA
BOYLE'S STORE,TN,1832,1836,NA,NA
BOYLSTON,NY,1852,1867,43.6564577,-75.9985315
BOZEMAN,MS,1893,1906,NA,NA
BRADBURN,AR,1899,1899,NA,NA
BRADDOCK,PA,1878,NA,40.3978306,-79.8616605
BRADFORD,AL,1828,1828,33.7520454,-86.7038799
BRADFORD,ME,1832,NA,45.0735682,-68.8952341
BRADFORD CENTER,VT,1847,1903,44.0131219,-72.1706475
BRADLEY,TN,1906,1911,NA,NA
BRAINARD STATION,NY,1881,1944,42.4959149,-73.5120564
BRAMAN,PA,1882,1919,41.8175881,-75.1618372
BRANCH,VT,1883,1918,44.631718,-72.425942
BRANCH ISLAND,SC,1851,1866,NA,NA
BRANCH JUNCTION,PA,1854,1894,NA,NA
BRANDON DEPOT,MS,1913,1917,32.2876464,-89.9956385
BRANFORD,CT,1807,NA,41.2831416,-72.8127659
BRANUM,MO,1901,1909,36.0009039,-90.1095377
BRASWELL,FL,1913,1914,NA,NA
BRAZEAU,MO,1879,NA,37.6611623,-89.6528785
BREAUX BRIDGE,LA,1837,NA,30.2815166,-91.9015479
BREDEN,FL,1880,1885,NA,NA
BRELAND,MS,1900,1902,NA,NA
BRENT,AL,1899,NA,32.9360404,-87.1654003
BRESLAU,NY,1870,1891,40.6867667,-73.3734547
BREVARD,TN,1898,1906,NA,NA
BREWER,GA,1898,1899,NA,NA
BREWSTERTOWN,TN,1929,1937,36.3447971,-84.7249436
BRICE,LA,1891,1893,32.4498762,-92.9832155
BRIDGE,GA,1887,1909,NA,NA
BRIDGE CREEK,MO,1870,1884,39.5722441,-93.384654
BRIDGE VALLEY,PA,1845,1912,40.2795515,-75.0843372
BRIDGECREEK,FL,1887,1902,NA,NA
BRIDGEPORT,NJ,1844,NA,39.8011574,-75.3422409
BRIDGEWATER,NH,1831,1945,43.6384067,-71.7364678
BRIGANTINE,NJ,1881,NA,39.3918769,-74.3970523
BRIGGS,PA,1894,1894,NA,NA
BRIGHTON,MO,1852,NA,37.4586122,-93.3483233
BRIGHTON,VT,1849,1853,44.8217264,-71.8936887
BRIMMERSVILLE,NY,1839,1848,NA,NA
BRINGIERS,LA,1828,1847,NA,NA
BRINKERTON,PA,1855,1906,41.0772866,-79.3594865
BRISBIN,PA,1883,NA,40.8353572,-78.3496523
BRISTOL,RI,1773,NA,41.6710125,-71.2771064
BRISTOL FERRY,RI,1883,1964,41.6326021,-71.2536592
BRITISH,AL,1895,1902,NA,NA
BRITTS LANDING,TN,1856,1920,35.7881206,-87.9741978
BROAD BROOK,CT,1836,NA,41.9164115,-72.5455389
BROADTON,TN,1884,1885,NA,NA
BROCKTON,AL,1884,1890,33.6901097,-87.8891877
BRODER,PA,1890,1892,NA,NA
BRODIES LANDING,TN,1853,1896,35.7164555,-88.0372552
BRONXVILLE,NY,1852,1911,40.9386858,-73.8321369
BROOK,NY,1894,1904,NA,NA
BROOKLYN,AL,1827,NA,31.2626708,-86.7710749
BROOKLYN,NY,1803,NA,40.6501038,-73.9495823
BROOKS STATION,MA,1877,1916,42.4139799,-71.8981295
BROOKS TANYARD,TN,1849,1866,NA,NA
BROOKTONDALE,NY,1926,NA,42.3820645,-76.3996287
BROOM,AR,1909,1915,35.9200734,-91.1215139
BROOME,NY,1810,1836,42.5027483,-74.292292
BROWN CREEK,SC,1889,1892,NA,NA
BROWN PLACE,TN,1902,1928,NA,NA
BROWNTOWN,PA,1839,1883,41.6509087,-76.2402112
BRUCE,LA,1881,1883,NA,NA
BRUCE,AR,1901,1910,NA,NA
BRUCETON,TN,1925,NA,36.0408706,-88.2443439
BRUNSON,SC,1872,NA,32.9260419,-81.1888853
BRUNSON'S,TN,1829,1839,NA,NA
BRUNSWICK,TN,1880,NA,35.2671689,-89.7713283
BRUSHYKNOB,MO,1903,1967,36.9650549,-92.4862764
BRUSSELLS,MO,1876,1907,39.0508817,-90.8790216
BRYANT,FL,1897,1901,NA,NA
BUCHANANSVILLE,TN,1837,1842,NA,NA
BUCK MOUNTAIN,PA,1885,1942,40.8211991,-76.0988228
BUCKHEAD,GA,1831,NA,33.5684216,-83.3629571
BUCKHORN,FL,1890,1910,NA,NA
BUFFALO BLUFF,FL,1869,1908,29.5796918,-81.6736928
BULLION,PA,1877,1915,41.2464483,-79.8975548
BUMPNOSE,FL,1896,1899,NA,NA
BUNDICK,LA,1894,1929,30.7124186,-93.0446003
BURDEN,NY,1883,1903,42.1589778,-73.827351
BURGESS,LA,1907,1915,NA,NA
BURKE STATION,LA,1883,1896,30.0610359,-91.8820627
BURKVILLE,AL,1875,1987,32.3281945,-86.5371975
BURL,AL,1914,1958,31.8676513,-87.1649863
BURLEIGH,NJ,1886,1909,39.0456688,-74.8515578
BURNS,GA,1886,1897,32.5416247,-83.3858565
BURN'S STORE,TN,1837,1837,NA,NA
BURR FERRY,LA,1847,1933,31.0663019,-93.4960046
BURRELL,PA,1857,1902,40.4170131,-79.2661467
BURRVILLE,TN,1890,1981,36.2936857,-84.7513344
BUSHNELL BASIN,NY,1826,1900,43.0595075,-77.4741613
BUTLER,NY,1828,1856,43.1743949,-76.7682932
BUTLER'S CREEK,MO,1854,1856,NA,NA
BUTTON,SC,1896,1899,32.4388667,-80.7035869
BUZZARD'S ROOST,TN,1881,1886,NA,NA
BYRNESVILLE,MO,1875,1907,38.3928316,-90.6398495
BYWY,MS,1880,1903,33.4373452,-89.2411782
CABBAGE BLUFF,FL,1872,1876,NA,NA
CABLES VALLEY,TN,1855,1866,NA,NA
CABOOL,AR,1905,1914,34.0334333,-92.1501444
CADDY'S FERRY,LA,1804,1811,NA,NA
CADIZ,GA,1884,1902,NA,NA
CADOSIA,NY,1886,1986,41.9759199,-75.2668384
CAILE,MS,1903,1906,33.3001213,-90.5900912
CAINHOY,SC,1880,1880,NA,NA
CAINLAND,AL,1854,1861,NA,NA
CALAMINE,AR,1871,1967,36.0114607,-91.4001339
CALEB,TN,1884,1884,NA,NA
CALEBEE,AL,1841,1907,32.3854176,-85.8844011
CALHOUN FALLS,SC,1892,NA,34.0923375,-82.5956875
CALL,FL,1892,1913,NA,NA
CALLAO,MS,1888,1911,NA,NA
CALVERT,AL,1888,NA,31.1575663,-88.0097609
CAMBRAY,NY,1807,1818,44.3348951,-75.4658258
CAMERON,AR,1883,1887,NA,NA
CAMERONVILLE,SC,1859,1860,NA,NA
CAMP HUGH,AL,1913,1931,32.9684572,-87.3841682
CAMPBELL,PA,1837,1839,NA,NA
CAMPBELL HALL,NY,1869,NA,41.4548106,-74.2584214
CAMPOBELLO SPRINGS,SC,1917,1918,NA,NA
CANADA ROAD,ME,1868,1881,NA,NA
CANADIAN,AR,1832,1852,35.9184903,-89.7466152
CANADY,MO,1904,1927,36.1645138,-89.7536935
CANAL PORT,PA,1826,1827,NA,NA
CANEYSPRING,TN,1830,1936,35.607292,-86.7630544
CANTATOE,NY,1834,1846,NA,NA
CANTEY,SC,1884,1921,34.3445939,-80.6784123
CAPE ELIZABETH,ME,1889,1901,43.563696,-70.2000467
CAPERTON,AR,1898,1909,NA,NA
CARBON RUN,PA,1874,1884,NA,NA
CARDINAL,MO,1880,1883,NA,NA
CARICO,MO,1921,1928,36.7945041,-93.4112992
CARMEL,TN,1832,1833,35.598682,-86.3941598
CARMEL,NY,1815,NA,41.4281956,-73.6771916
CARMEL HILL,SC,1827,1876,NA,NA
CARMICHAEL,SC,1888,1892,NA,NA
CAROLINA,RI,1879,NA,41.4540702,-71.6624062
CAROLINA MILLS,RI,1850,1879,41.4540702,-71.6624062
CAROLINE DEPOT,NY,1860,1951,42.3700732,-76.4035486
CARROLL,LA,1901,1932,32.0787716,-93.3915622
CARROLLTON,MO,1834,NA,39.3594298,-93.4972259
CARROLTON,AL,1819,1821,33.4684405,-86.87138
CARR'S,TN,1838,1841,NA,NA
CARSONS LANDING,MS,1858,1878,33.9923294,-90.9709409
CARTER'S CREEK,TN,1837,1848,NA,NA
CARTERSVILLE,AL,1899,1901,NA,NA
CARTHAGE,NY,1816,NA,43.9803642,-75.6071598
CARVER,MO,1900,1930,38.1800297,-92.9457488
CARVERTON,PA,1844,1906,41.3373021,-75.8649184
CASTLE COVE,MA,1886,1886,NA,NA
CASTLETON,NY,1817,1926,42.5184143,-73.7512325
CATARACT,PA,1887,1902,41.1458932,-78.0552823
CATAWISSA,PA,1823,NA,40.9530977,-76.4616677
CATAWISSA VALLEY,PA,1836,1854,NA,NA
CATHERINE,MO,1890,1908,38.0033646,-93.5882622
CATHWOOD,SC,1884,1898,33.3443093,-81.8442804
CATLETTSBURGH,TN,1875,1901,35.9045336,-83.5810032
CATOMA,AL,1860,1898,32.3134729,-86.4335833
CATON,NY,1848,1908,42.0561853,-77.0277448
CATOURAH,SC,1843,1849,NA,NA
CAVENDER'S CREEK,GA,1845,1851,34.5606494,-83.9443536
CEDAR  BRIDGE,MO,1856,1857,38.9769854,-92.149904
CEDAR GROVE,TN,1875,NA,35.8161883,-88.5957748
CEDAR GROVE,TN,1823,1853,36.2517196,-86.5277724
CEDAR LANE,PA,1878,1909,40.0978762,-76.0210581
CEDAR TREE,MS,1876,1878,NA,NA
CEDARCREEK,MO,1871,NA,36.5804644,-92.997178
CEDARTOWN,GA,1833,NA,34.0110065,-85.2563585
CEDRUS,SC,1898,1903,NA,NA
CELIA,PA,1892,1917,40.8150648,-80.2286725
CELINA,MO,1871,1894,NA,NA
CELINA,TN,1828,NA,36.5493705,-85.5051196
